,acousticness,artist,danceability,date,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,position,speechiness,stream,tempo,time_signature,track_name,url,valence
1032,0.171,Britney Spears,0.665,2017-12-25,255733.0,0.844,0.0,0.0,0.225,-3.777,1.0,192.0,0.0273,48412.0,147.073,4.0,My Only Wish (This Year),https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr,0.665
1033,0.315,Luis Miguel,0.534,2017-12-25,112106.0,0.842,0.0,8.0,0.359,-3.06,1.0,197.0,0.0804,47979.0,162.746,4.0,Va A Nevar,https://open.spotify.com/track/1nMd4JxxVJBk4Y2hyCM1TZ,0.659
1034,0.0222,Mariah Carey,0.66,2017-12-25,211000.0,0.915,4.6e-05,11.0,0.221,-3.575,1.0,198.0,0.174,47960.0,78.481,4.0,Oh Santa!,https://open.spotify.com/track/4PBsEfsYOwlzoom8b6Jzjh,0.528
1035,0.128,Wolfine,0.909,2017-12-29,197120.0,0.493,0.000147,3.0,0.127,-6.688,1.0,5.0,0.0735,316234.0,94.016,4.0,Bella,https://open.spotify.com/track/4R55IUi2x7S5ek2SpebOiE,0.844
1036,0.00583,Keala Settle,0.284,2017-12-30,234707.0,0.704,0.000115,2.0,0.0424,-7.276,1.0,164.0,0.186,45976.0,191.702,4.0,This Is Me,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U,0.1
1037,0.0716,Zac Efron,0.684,2017-12-31,217440.0,0.619,0.0,10.0,0.122,-7.005,1.0,156.0,0.0386,46211.0,125.046,4.0,Rewrite The Stars,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,0.284
1038,0.0236,Michael Jackson,0.92,2017-12-31,293827.0,0.654,0.0158,11.0,0.0359,-3.051,0.0,169.0,0.0401,44194.0,117.046,4.0,Billie Jean,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5,0.847
1039,0.0475,Queen,0.559,2017-12-31,209413.0,0.868,0.000176,5.0,0.776,-5.276,1.0,176.0,0.17,43901.0,156.295,4.0,Don't Stop Me Now - Remastered,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,0.609
1040,0.000239,Hugh Jackman,0.417,2017-12-31,302147.0,0.824,0.0545,11.0,0.0725,-7.36,0.0,178.0,0.105,43441.0,157.92,4.0,The Greatest Show,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,0.4
1041,0.0846,Don Omar,0.4,2018-01-01,198773.0,0.915,0.0,0.0,0.0503,-4.89,1.0,87.0,0.28,69803.0,88.917,3.0,Danza Kuduro,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw,0.878
1042,0.0291,Macklemore & Ryan Lewis,0.641,2018-01-01,258343.0,0.922,0.0,2.0,0.0862,-4.457,1.0,110.0,0.0786,62532.0,146.078,4.0,Can't Hold Us - feat. Ray Dalton,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,0.847
1043,0.482,Marvin Gaye,0.669,2018-01-01,151667.0,0.616,0.0,11.0,0.179,-10.776,0.0,113.0,0.033,61457.0,130.037,4.0,Ain't No Mountain High Enough,https://open.spotify.com/track/2H3ZUSE54pST4ubRd5FzFR,0.818
1044,0.234,Elvis Crespo,0.814,2018-01-01,267160.0,0.874,0.00162,8.0,0.0476,-3.18,1.0,126.0,0.071,56714.0,124.052,4.0,Suavemente,https://open.spotify.com/track/7JIjUx3GsL0upxmNJacmtz,0.911
1045,0.29,The Jackson 5,0.639,2018-01-01,176333.0,0.548,9.68e-05,8.0,0.366,-13.534,1.0,138.0,0.0394,55199.0,98.359,4.0,I Want You Back,https://open.spotify.com/track/3b0EOvScbZUc0qJx0E1L2z,0.887
1046,0.326,La Sonora Dinamita,0.654,2018-01-01,244963.0,0.815,4.83e-05,4.0,0.153,-5.231,0.0,148.0,0.0511,52346.0,104.043,4.0,Que Nadie Sepa Mi Sufrir,https://open.spotify.com/track/4Y2oUgKIeCRkN93TUzFljq,0.897
1047,0.183,"Earth, Wind & Fire",0.693,2018-01-01,216520.0,0.911,0.000107,9.0,0.3,-3.691,1.0,149.0,0.0305,52279.0,125.895,4.0,September,https://open.spotify.com/track/1mqlc0vEP9mU1kZgTi6LIQ,0.982
1048,0.0322,Bee Gees,0.703,2018-01-01,285373.0,0.826,0.00629,10.0,0.179,-7.179,0.0,154.0,0.0341,51552.0,103.564,4.0,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",https://open.spotify.com/track/6pyzBTIjcO2AMkKE6x2Otb,0.945
1049,0.306,Cardenales De Nuevo León,0.757,2018-01-01,183947.0,0.606,0.0,5.0,0.0619,-7.737,1.0,169.0,0.0445,48649.0,96.432,4.0,Belleza De Cantina,https://open.spotify.com/track/4XC7YfQYxDuUa7I287yeWw,0.816
1050,0.165,Raymix,0.728,2018-01-01,259139.0,0.591,0.0,4.0,0.275,-5.778,0.0,173.0,0.0457,47819.0,181.987,4.0,Oye Mujer,https://open.spotify.com/track/54C5Zk3GdRkHV4SacKBpXQ,0.945
1051,0.565,Vicente Fernández,0.607,2018-01-01,189720.0,0.296,9.17e-05,5.0,0.324,-9.541,0.0,182.0,0.0601,47377.0,71.136,3.0,Mujeres Divinas,https://open.spotify.com/track/2PxGGRmj5yunYdNF2Ud2vm,0.577
1052,0.0343,Grupo Cañaveral De Humberto Pabón,0.68,2018-01-01,237960.0,0.423,0.0,11.0,0.0925,-11.112,0.0,190.0,0.136,46087.0,169.184,4.0,Tiene Espinas El Rosal,https://open.spotify.com/track/1PZ3QsCFec05Ls3PwOqKXZ,0.822
1053,0.24,Cumbias Viejitas,0.658,2018-01-01,251693.0,0.466,2.21e-05,7.0,0.076,-7.963,1.0,191.0,0.0872,45727.0,205.017,4.0,Que Bello,https://open.spotify.com/track/2oAVrb21Nsub9b8qIGLVyZ,0.922
1054,0.391,Banda Sinaloense MS de Sergio Lizárraga,0.585,2018-01-01,209787.0,0.541,0.00114,2.0,0.136,-3.112,0.0,192.0,0.0308,45559.0,149.898,4.0,Mi Mayor Anhelo - Balada,https://open.spotify.com/track/2sPhGwIrHw3KmHPX6OlzQb,0.616
1055,0.158,CNCO,0.623,2018-01-01,188787.0,0.909,0.0,4.0,0.0972,-3.079,0.0,195.0,0.0758,45209.0,93.984,4.0,Reggaetón Lento (Remix),https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF,0.651
1056,0.423,Loren Allred,0.277,2018-01-02,207787.0,0.394,0.0,8.0,0.0952,-8.903,1.0,129.0,0.0336,49168.0,86.777,3.0,Never Enough,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,0.227
1057,0.243,Ziv Zaifman,0.265,2018-01-02,269453.0,0.312,0.0,7.0,0.0893,-11.689,1.0,151.0,0.0569,43732.0,54.747,3.0,A Million Dreams,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,0.0998
1058,0.00433,Hugh Jackman,0.638,2018-01-02,214373.0,0.795,0.00139,0.0,0.153,-8.45,1.0,182.0,0.302,38387.0,153.99,4.0,The Other Side,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,0.31
1059,0.00558,Hugh Jackman,0.702,2018-01-03,225933.0,0.77,0.000802,7.0,0.211,-9.411,1.0,190.0,0.128,41046.0,118.034,4.0,Come Alive,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g,0.235
1060,0.00483,Hugh Jackman,0.516,2018-01-03,349560.0,0.518,0.00895,4.0,0.585,-10.383,1.0,199.0,0.04,39695.0,108.027,4.0,From Now On,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO,0.0834
1061,0.0354,Justin Timberlake,0.745,2018-01-05,293947.0,0.579,0.0118,1.0,0.246,-5.771,1.0,164.0,0.138,47396.0,97.002,4.0,Filthy,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL,0.645
1062,0.3,Michelle Williams,0.351,2018-01-05,234360.0,0.331,9.14e-06,9.0,0.0919,-10.316,1.0,193.0,0.0382,42339.0,161.564,3.0,Tightrope,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa,0.191
1063,0.385,Movimiento Ciudadano,0.814,2018-01-06,189174.0,0.547,0.0,7.0,0.226,-4.773,1.0,58.0,0.0557,91322.0,114.992,4.0,Movimiento Naranja Regional,https://open.spotify.com/track/5u9HlSPeBN7W79Y91WPEYK,0.873
1064,0.0185,Bruno Mars,0.704,2018-01-08,217289.0,0.859,0.0,5.0,0.0215,-4.877,0.0,111.0,0.0996,59830.0,105.115,4.0,Finesse (Remix) [feat. Cardi B],https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,0.926
1065,0.726,Austyn Johnson,0.253,2018-01-08,60453.0,0.139,5.01e-05,6.0,0.269,-17.067,1.0,162.0,0.0414,47189.0,74.369,3.0,A Million Dreams (Reprise),https://open.spotify.com/track/66y7x28jXOPrcmu3D5Zjh6,0.102
1066,0.889,Loren Allred,0.382,2018-01-08,80293.0,0.0541,2.88e-06,9.0,0.0832,-19.376,1.0,174.0,0.03,44975.0,82.486,4.0,Never Enough (Reprise),https://open.spotify.com/track/6f8b6mxNNDJdE5tC4MCTxt,0.133
1067,0.129,Bomba Estéreo,0.764,2018-01-08,251773.0,0.59,0.00847,7.0,0.0851,-4.292,1.0,192.0,0.0395,42088.0,99.996,4.0,To My Love - Tainy Remix,https://open.spotify.com/track/5LciLoxa1gK70yIUeoHgRx,0.281
1068,0.0364,Rita Ora,0.628,2018-01-08,215064.0,0.797,0.0,11.0,0.104,-3.953,0.0,197.0,0.0596,41228.0,106.93,4.0,Anywhere,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2,0.321
1069,0.00949,Karol G,0.646,2018-01-10,235227.0,0.573,3.98e-05,7.0,0.0932,-5.716,0.0,134.0,0.041,57329.0,134.979,4.0,Ahora Me Llama,https://open.spotify.com/track/0alSPoUfrGb0RdVVG4Lf3n,0.109
1070,0.14,Greeicy,0.8,2018-01-10,235424.0,0.681,0.0,2.0,0.0831,-4.076,1.0,194.0,0.0912,44022.0,92.027,4.0,Amantes,https://open.spotify.com/track/3IyPnNX142pvWx6D5CiimD,0.637
1071,0.385,Yuawi,0.814,2018-01-11,189174.0,0.547,0.0,7.0,0.226,-4.773,1.0,108.0,0.0557,64360.0,114.992,4.0,Movimiento Naranja Yuawi,https://open.spotify.com/track/7yJhseqU4pncHX90Tbalmp,0.873
1072,0.0396,Dj Kass,0.91,2018-01-11,145972.0,0.754,0.00154,10.0,0.122,-2.573,0.0,153.0,0.239,52728.0,120.939,4.0,Scooby Doo Pa Pa,https://open.spotify.com/track/1xndOD8CreR5ctkOv5G1LN,0.63
1073,0.184,Camila Cabello,0.765,2018-01-12,217307.0,0.523,3.56e-05,2.0,0.132,-4.333,1.0,21.0,0.03,198638.0,104.988,4.0,Havana,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,0.394
1074,0.132,Enrique Iglesias,0.719,2018-01-12,228139.0,0.842,0.0,6.0,0.105,-3.562,0.0,34.0,0.0383,155566.0,90.017,4.0,EL BAÑO,https://open.spotify.com/track/2vvdTrdryjsl8DmPIMDWZU,0.534
1075,0.181,Camila Cabello,0.637,2018-01-12,226973.0,0.713,0.000637,0.0,0.137,-4.333,1.0,50.0,0.0747,125530.0,129.923,4.0,Never Be the Same,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,0.243
1076,0.166,Camila Cabello,0.65,2018-01-12,177160.0,0.758,0.0,2.0,0.0889,-4.02,1.0,59.0,0.116,100171.0,94.9,4.0,She Loves Control,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy,0.663
1077,0.839,Camila Cabello,0.726,2018-01-12,214387.0,0.304,0.0,3.0,0.0853,-8.677,1.0,77.0,0.131,79495.0,91.97,4.0,Real Friends,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv,0.813
1078,0.609,Camila Cabello,0.732,2018-01-12,164373.0,0.436,0.0,1.0,0.108,-7.409,0.0,154.0,0.117,54358.0,94.852,4.0,All These Years,https://open.spotify.com/track/4XLu3tTSZiPFVC9mmuR6Zp,0.475
1079,0.43,Camila Cabello,0.737,2018-01-12,182560.0,0.697,0.000382,8.0,0.0821,-5.31,1.0,161.0,0.0895,53517.0,94.101,4.0,Inside Out,https://open.spotify.com/track/5xi2SXmF3A5AIsuGXiUIZu,0.655
1080,0.889,Camila Cabello,0.455,2018-01-12,178467.0,0.292,0.0,0.0,0.106,-6.792,1.0,169.0,0.0563,51927.0,84.339,5.0,Consequences,https://open.spotify.com/track/7sTtHHrD0zDpmzQzH3zegz,0.43
1081,0.367,Camila Cabello,0.545,2018-01-12,236360.0,0.458,0.0,5.0,0.118,-4.6,0.0,189.0,0.0279,47312.0,79.943,4.0,Something's Gotta Give,https://open.spotify.com/track/7IL3UOlcJ6nmcCMwpnlfcA,0.164
1082,0.0403,Dua Lipa,0.836,2018-01-12,217947.0,0.544,0.0,7.0,0.0824,-5.975,1.0,200.0,0.0943,46086.0,97.028,4.0,IDGAF,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,0.51
1083,0.353,Natti Natasha,0.567,2018-01-13,225520.0,0.73,1.73e-06,9.0,0.154,-6.748,0.0,136.0,0.213,59028.0,87.237,4.0,Amantes de una Noche,https://open.spotify.com/track/2iCOdoyDmWG3hWkbtH1KB2,0.525
1084,0.0158,The Cranberries,0.309,2018-01-15,306440.0,0.649,0.00595,7.0,0.367,-8.994,1.0,69.0,0.035,79913.0,166.915,4.0,Zombie,https://open.spotify.com/track/6xy6jNeNTYwjnKTDzMyHw2,0.313
1085,0.0841,The Cranberries,0.438,2018-01-15,274760.0,0.428,4.63e-05,7.0,0.138,-14.861,1.0,89.0,0.0263,67185.0,94.864,4.0,Linger,https://open.spotify.com/track/1aLNpg2kKvUncflV8xE5AA,0.209
1086,0.143,HotSpanish,0.788,2018-01-15,181991.0,0.49,0.0,10.0,0.103,-7.494,0.0,124.0,0.509,57634.0,148.977,4.0,Groupie (feat. BenElGringo),https://open.spotify.com/track/7sg5arPA3B7ayEPbqDKP4X,0.264
1087,0.236,Lean Trap,0.822,2018-01-15,248036.0,0.743,0.0346,1.0,0.124,-2.152,1.0,130.0,0.0449,55816.0,98.049,4.0,La Modelo,https://open.spotify.com/track/76DNqvSyzL9VCkhlnByqLf,0.744
1088,0.00313,The Cranberries,0.551,2018-01-15,271560.0,0.643,0.00385,4.0,0.421,-13.091,1.0,147.0,0.0353,52168.0,128.661,4.0,Dreams,https://open.spotify.com/track/0md12GKBGH8ZuLG2fTfGUz,0.514
1089,0.0472,The Cranberries,0.367,2018-01-15,271533.0,0.443,1.46e-06,7.0,0.344,-10.11,1.0,179.0,0.0235,45841.0,93.93,4.0,Ode To My Family,https://open.spotify.com/track/1eQuRtkMEPhf2DGzpBVTE6,0.149
1090,0.089,The Cranberries,0.61,2018-01-16,211067.0,0.85,0.0,4.0,0.256,-5.411,0.0,79.0,0.0307,76176.0,132.174,4.0,Animal Instinct,https://open.spotify.com/track/6aNIlLxN1xMNi5XH4Di6NP,0.604
1091,0.257,The Cranberries,0.545,2018-01-16,221293.0,0.797,3.86e-06,10.0,0.0884,-5.315,1.0,117.0,0.0252,62352.0,100.464,4.0,Just My Imagination,https://open.spotify.com/track/484sAt8h6YYMXNuBV2oT83,0.852
1092,0.00845,Taylor Swift,0.649,2018-01-16,244827.0,0.589,0.0,2.0,0.108,-6.237,1.0,135.0,0.0558,57843.0,159.073,4.0,End Game,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,0.151
1093,0.0322,Kendrick Lamar,0.715,2018-01-16,235540.0,0.62,0.0142,5.0,0.0881,-5.428,0.0,136.0,0.0507,57440.0,96.812,4.0,All The Stars (with SZA),https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y,0.456
1094,0.00433,Troye Sivan,0.699,2018-01-16,204727.0,0.479,9.58e-05,1.0,0.0435,-7.83,1.0,178.0,0.0919,48344.0,102.959,4.0,My My My!,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO,0.462
1095,0.335,The Cranberries,0.461,2018-01-16,296200.0,0.528,2.9e-05,3.0,0.0689,-7.109,1.0,193.0,0.0269,44772.0,187.137,3.0,When You're Gone,https://open.spotify.com/track/1B1OR4xi0FxtKqmufi41fn,0.37
1096,0.0124,Café Tacvba,0.588,2018-01-17,267600.0,0.72,0.017,9.0,0.27,-6.197,0.0,195.0,0.027,43990.0,149.974,4.0,Eres,https://open.spotify.com/track/6kdCN6gTWLcLxmLXoUcwuI,0.466
1097,0.174,Daddy Yankee,0.786,2018-01-19,200480.0,0.846,0.0,1.0,0.413,-3.468,1.0,54.0,0.0505,107955.0,95.005,4.0,Dura,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc,0.819
1098,0.0474,J Balvin,0.618,2018-01-19,181733.0,0.836,0.0,9.0,0.172,-3.362,1.0,55.0,0.379,106003.0,212.058,4.0,Machika,https://open.spotify.com/track/4vKltMFviBKMdhYu3FDLY0,0.54
1099,0.104,The Chainsmokers,0.548,2018-01-19,193893.0,0.58,0.0,11.0,0.127,-7.524,0.0,117.0,0.121,63462.0,180.066,4.0,Sick Boy,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0,0.462
1100,0.0546,Lean Trap,0.913,2018-01-20,143314.0,0.788,0.00064,10.0,0.168,-2.889,0.0,19.0,0.263,213755.0,120.934,4.0,Scooby Doo Papa!,https://open.spotify.com/track/6csZYoffpZ7iuSw83x2zVy,0.544
1101,0.0524,J Balvin,0.615,2018-01-20,181733.0,0.833,0.0,9.0,0.171,-3.377,1.0,51.0,0.39,125573.0,212.117,4.0,Machika,https://open.spotify.com/track/6MNGxu8MprKGkchUchkJsy,0.538
1102,0.0564,Ozuna,0.807,2018-01-20,311726.0,0.633,0.0,10.0,0.107,-6.016,0.0,117.0,0.0929,64115.0,138.038,4.0,Solita,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E,0.325
1103,0.0309,Drake,0.758,2018-01-21,198960.0,0.448,8.67e-05,7.0,0.558,-9.441,1.0,148.0,0.103,47663.0,77.176,4.0,God's Plan,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,0.373
1104,0.565,Laura Pausini,0.567,2018-01-26,207440.0,0.56,0.0,6.0,0.102,-5.552,1.0,166.0,0.0326,53067.0,129.747,4.0,Nadie ha dicho,https://open.spotify.com/track/7hSLEk0h67Q5NO1TfLHgLf,0.159
1105,0.825,Sebastian Yatra,0.684,2018-01-26,197680.0,0.379,0.0,6.0,0.101,-9.101,1.0,178.0,0.037,51167.0,105.094,4.0,No Hay Nadie Más,https://open.spotify.com/track/0U8WdltGpu3OC0ma9yLmjX,0.77
1106,0.45,Cornelio Vega y su Dinastia,0.772,2018-01-27,207365.0,0.608,0.0,10.0,0.0897,-5.746,1.0,197.0,0.0515,47411.0,148.081,3.0,No Me Hubiera Enamorado,https://open.spotify.com/track/6XiSceaDaO2vaYF2B2A70t,0.776
1107,0.369,Danny Ocean,0.746,2018-01-27,194234.0,0.361,0.0,9.0,0.0964,-9.053,1.0,199.0,0.0528,46696.0,120.006,4.0,Vuelve,https://open.spotify.com/track/4KM3EegQxVIvcihTEjPdRf,0.483
1108,0.845,Sebastian Yatra,0.684,2018-01-30,197680.0,0.378,0.0,6.0,0.0969,-9.14,1.0,94.0,0.0381,66162.0,105.015,4.0,No Hay Nadie Más,https://open.spotify.com/track/6wos8Ds5FKMe33GjBHRake,0.771
1109,0.0151,Bruno Mars,0.637,2018-01-31,220733.0,0.843,0.0,5.0,0.0876,-5.413,1.0,195.0,0.0432,44824.0,109.012,4.0,Just the Way You Are,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,0.434
1110,0.014,Bazzi,0.716,2018-01-31,133995.0,0.805,3.1e-06,4.0,0.291,-3.839,1.0,196.0,0.0856,44820.0,142.886,4.0,Mine,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M,0.719
1111,0.218,Ozuna,0.737,2018-02-01,258000.0,0.742,0.0,6.0,0.316,-2.875,1.0,58.0,0.0441,95324.0,119.966,4.0,El Farsante - Remix,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4,0.386
1112,0.196,Bruno Mars,0.578,2018-02-01,261240.0,0.574,0.0,2.0,0.083,-6.209,1.0,200.0,0.0454,45021.0,174.152,4.0,Versace On The Floor,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,0.301
1113,0.226,Mon Laferte,0.501,2018-02-02,242240.0,0.625,2.45e-06,7.0,0.278,-4.594,0.0,80.0,0.026,79613.0,91.951,4.0,Antes De Ti,https://open.spotify.com/track/52mAZX0RHFYvjVE3wJ3KJB,0.313
1114,0.0805,The Weeknd,0.728,2018-02-02,211440.0,0.668,1.49e-05,2.0,0.102,-5.02,1.0,109.0,0.126,67788.0,100.537,4.0,Pray For Me (with Kendrick Lamar),https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x,0.162
1115,0.0354,Justin Timberlake,0.745,2018-02-02,293947.0,0.579,0.0118,1.0,0.246,-5.771,1.0,117.0,0.138,64999.0,97.002,4.0,Filthy,https://open.spotify.com/track/5ZpjODX6OH1xZs3AOewTO6,0.645
1116,0.092,The Weeknd,0.734,2018-02-03,211440.0,0.667,2.12e-05,2.0,0.104,-4.996,1.0,113.0,0.0871,67736.0,100.578,4.0,Pray For Me (with Kendrick Lamar),https://open.spotify.com/track/6ZNo7Vi0TE9ul1fhKd4S1M,0.165
1117,0.229,Mon Laferte,0.504,2018-02-03,242240.0,0.604,2.25e-06,7.0,0.278,-4.577,0.0,143.0,0.0262,58563.0,92.111,4.0,Antes De Ti,https://open.spotify.com/track/5IkOnAKGDJT5M8KpFIHzsd,0.327
1118,0.412,El Bebeto,0.712,2018-02-04,186933.0,0.416,0.0,0.0,0.331,-3.87,1.0,198.0,0.0294,41030.0,138.179,4.0,Seremos,https://open.spotify.com/track/1ea25iz3zE8aLnbSZ5ZR92,0.551
1119,0.21,Carlos Vives,0.745,2018-02-05,229510.0,0.944,1.48e-06,0.0,0.333,-3.959,1.0,161.0,0.134,44607.0,179.991,4.0,La Bicicleta,https://open.spotify.com/track/0Gx4VrHzS7pZOEAGrmXXBH,0.951
1120,0.0556,Bruno Mars,0.728,2018-02-06,233653.0,0.697,0.0,5.0,0.282,-4.125,1.0,188.0,0.0456,44485.0,143.986,4.0,Locked Out Of Heaven,https://open.spotify.com/track/5g7sDjBhZ4I3gcFIpkrLuI,0.87
1121,0.171,Zedd,0.753,2018-02-07,184732.0,0.657,0.0,7.0,0.112,-3.061,1.0,178.0,0.0449,48492.0,107.01,4.0,The Middle,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,0.437
1122,0.0704,Zoé,0.578,2018-02-07,243066.0,0.769,0.00522,11.0,0.703,-7.127,1.0,197.0,0.0319,45294.0,109.065,4.0,Labios Rotos - Live,https://open.spotify.com/track/5XUKgxwI3WF0qLOdFYbzsK,0.255
1123,0.217,Maite Perroni,0.744,2018-02-07,215300.0,0.83,0.0,8.0,0.17,-3.983,1.0,199.0,0.0562,45245.0,94.003,4.0,Como Yo Te Quiero (feat. Alexis & Fido),https://open.spotify.com/track/6x2js4gDZlpkNBbsAxolBs,0.761
1124,0.151,Zoé,0.623,2018-02-08,226627.0,0.478,0.0295,2.0,0.717,-7.279,1.0,196.0,0.0252,45896.0,82.993,4.0,Soñé - Live,https://open.spotify.com/track/4yy5neMQNmXPbDS4pB7wnn,0.474
1125,0.042,Dj Kass,0.909,2018-02-09,145972.0,0.755,0.00121,10.0,0.106,-2.59,0.0,18.0,0.236,202008.0,120.948,4.0,Scooby Doo Pa Pa,https://open.spotify.com/track/7qwULjvTujatIaoWC1lu8b,0.638
1126,0.0548,Kendrick Lamar,0.532,2018-02-09,232187.0,0.642,0.000246,5.0,0.0991,-4.891,0.0,59.0,0.111,101788.0,193.016,4.0,All The Stars (with SZA),https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY,0.536
1127,0.0189,Mau y Ricky,0.735,2018-02-09,255600.0,0.652,0.0,5.0,0.15,-4.426,0.0,112.0,0.236,63438.0,171.98,4.0,Mi Mala - Remix,https://open.spotify.com/track/6kOHug1s9Nd5gsHrX8irs2,0.776
1128,0.111,Leslie Grace,0.769,2018-02-09,207720.0,0.721,5.9e-05,10.0,0.0505,-4.483,0.0,175.0,0.153,50017.0,94.978,4.0,Duro y Suave,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to,0.618
1129,0.0417,Dj Kass,0.906,2018-02-10,146000.0,0.708,0.000328,10.0,0.159,-3.678,0.0,15.0,0.244,230906.0,120.948,4.0,Scooby Doo Pa Pa,https://open.spotify.com/track/0SSfauqRemnAzOmTJyMn3v,0.55
1130,0.0605,Kendrick Lamar,0.698,2018-02-10,232187.0,0.633,0.000194,8.0,0.0926,-4.946,1.0,59.0,0.0597,108569.0,96.924,4.0,All The Stars (with SZA),https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,0.552
1131,0.205,Marshmello,0.626,2018-02-10,202621.0,0.88,0.0,9.0,0.128,-2.384,0.0,165.0,0.0504,52338.0,95.079,4.0,FRIENDS,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,0.534
1132,0.0188,Liam Payne,0.483,2018-02-10,244293.0,0.799,0.0,2.0,0.226,-4.567,0.0,181.0,0.0366,49800.0,112.946,4.0,For You (Fifty Shades Freed) (& Rita Ora),https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC,0.171
1133,0.625,Kendrick Lamar,0.618,2018-02-10,130613.0,0.582,3.84e-06,1.0,0.265,-9.454,1.0,199.0,0.297,47166.0,90.035,4.0,Black Panther,https://open.spotify.com/track/5qN4HFkapdAOV94XPryVof,0.48
1134,0.658,Ariel Camacho y Los Plebes Del Rancho,0.713,2018-02-11,209121.0,0.44,2.24e-05,7.0,0.0791,-4.714,1.0,172.0,0.0391,43627.0,152.031,3.0,Te Metiste,https://open.spotify.com/track/4KrXsgZHi1yLZLB1Wlgcbt,0.809
1135,0.582,Virlan Garcia,0.501,2018-02-11,217429.0,0.4,0.0,0.0,0.0692,-4.76,1.0,199.0,0.0352,40566.0,73.054,4.0,En Donde Esta Tu Amor,https://open.spotify.com/track/3HGJyp3fbmd5ylCe3dvLiS,0.556
1136,0.0184,Liam Payne,0.529,2018-02-12,244293.0,0.799,0.0,2.0,0.207,-4.616,0.0,100.0,0.0346,62835.0,113.026,4.0,For You (Fifty Shades Freed) (& Rita Ora),https://open.spotify.com/track/4ESIYCrLnFoUd1mVbISDot,0.193
1137,0.0333,Hailee Steinfeld,0.666,2018-02-12,219387.0,0.814,7.02e-06,0.0,0.0535,-5.536,1.0,170.0,0.0736,47118.0,99.913,4.0,Capital Letters,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730,0.478
1138,0.27,Chris Jeday,0.753,2018-02-13,275827.0,0.674,0.0,1.0,0.116,-5.735,1.0,149.0,0.219,53996.0,143.92,4.0,Ahora Dice - Real Hasta La Muerte Remix,https://open.spotify.com/track/1fs9kTASuC9RJ9say6KX2K,0.602
1139,0.0342,Hailee Steinfeld,0.672,2018-02-13,219387.0,0.82,6.67e-06,0.0,0.0921,-5.473,1.0,171.0,0.0767,49641.0,100.069,4.0,Capital Letters,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO,0.463
1140,0.273,Beyoncé,0.422,2018-02-14,261160.0,0.712,0.0,11.0,0.051,-5.907,0.0,127.0,0.1,60973.0,78.454,4.0,Halo,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr,0.471
